"fac","subj","crsnum","longtitle"
"ED","DEST",3780,"Deaf  Studies - Culture and Community"
"ED","DEVO",2500,"Human Development Through Fine Arts"
"ED","DRAA",3041,"Teaching Dramatic Arts in the Intermediate Division"
"ED","DRAA",3051,"Teaching Dramatic Arts in the  Intermediate Senior Division"
"ED","ECON",3051,"Teaching and Learning Economics in the I/S Division"
"ED","EDUC",2000,"Teaching and Learning for Inclusive Classrooms"
"ED","EDUC",2200,"Issues in Indigenous Education"
"ED","EDUC",2400,"Education as Communication"
"ED","EDUC",2700,"Teaching Internationally and Interculturally"
"ED","EDUC",2710,"Reflecting On and Interpreting the International Educational Experience"
"ED","EDUC",3000,"Teaching Religious Education in Roman Catholic Separate Schools"
"ED","EDUC",3100,"Teaching and Learning French in Elementary Classrooms"
"ED","EDUC",3110,"Teaching and Learning French in Immersion Classrooms"
"ED","EDUC",3300,"Urban Education"
"ED","EDUC",3310,"The Adolescent & The Teacher"
"ED","EDUC",3400,"Models Of Education"
"ED","EDUC",3500,"Inclusive Education"
"ED","EDUC",3600,"Literacy and Culture"
"ED","EDUC",3610,"New Media Literacies and Culture"
"ED","EDUC",3700,"Educating  for a Sustainable Future:A Multidisciplinary Approach"
"ED","EDUC",3720,"Philosophical Inquiry into Critical Thinking and Curriculum"
"ED","EDUC",3730,"Education and Human Rights"
"ED","EDUC",3750,"Educational Assessment"
"ED","EDUC",3760,"Early and Family Literacy"
"ED","EDUC",3800,"Arts & Ideas"
"ED","EDUC",3900,"Studies in Popular Culture"
"ED","EN",3041,"Teaching English in the Intermediate Division"
"ED","EN",3051,"Teaching English in the Intermediate Senior Division"
"ED","ENTR",3051,"Teaching and Learning Entrepreneurship in the Intermediate/Senior Division"
"ED","FAST",3051,"Teaching Family Studies in the I/S Division"
"ED","FINA",2400,"Arts and Ideas in Education"
"ED","FINA",3330,"Social Foundations Of F.A. Education"
"ED","FNDS",3330,"Aspects Of Foundations Of Education"
"ED","FREN",3041,"Teaching French in the Intermediate Division"
"ED","FREN",3051,"Teaching French in the Intermediate Senior Division"
"ED","GEOG",3041,"Teaching Geography in the Intermediate Division"
"ED","GEOG",3051,"Teaching Geography in the Intermediate Senior Division"
"ED","HEB",2030,"Teaching Hebrew & Jewish Studies I"
"ED","HEB",3030,"Teaching Hebrew & Jewish Studies II"
"ED","HIST",3041,"Teaching History in the Intermediate Division"
"ED","HIST",3051,"Teaching History in the Intermediate Senior Division"
"ED","INDS",1200,"Aboriginal People, Identity and Education"
"ED","INDS",3901,"Independent Studies: Environmental Studies"
"ED","INDS",3901,"Independent Studies: Native Studies"
"ED","INLE",2200,"Inquiries into Learning"
"ED","INSC",2300,"Inquiries into Schooling"
"ED","INTG",3020,"Integration Through Arts-J/I Division"
"ED","IT",3051,"Teaching Italian in the Intermediate Senior Division"
"ED","ITEC",3051,"Teaching and Learning Information and Communications Technology in the Intermediate/Senior Division"
"ED","JIAL",3040,"The Adolescent Learner in the Elementary Intermediate Division"
"ED","JICO",3020,"Teaching Curriculum in the Junior and Intermediate Divisions"
"ED","JICO",3021,"Science and Technology in the Junior Intermediate Divisions"
"ED","JICO",3022,"Health and Physical Education in the Junior Intermediate Division"
"ED","JICO",3023,"Integrating Curriculum:  Teaching Arts and Social Studies in the J/I Divisions"
"ED","JILA",3020,"Teaching Language in the Junior and Intermediate Divisions"
"ED","JILA",3021,"Teaching Language in the Junior/Intermediate Division"
"ED","JIMA",3020,"Teaching Mathematics in the Junior and Intermediate Divisions"
"ED","JIMA",3021,"Teaching Mathematics in the Junior/Intermediate Division"
"ED","LAW",3051,"Teaching and Learning Law in the Intermediate/Senior Division"
"ED","LLDV",3735,"Language and Literacy Development 1"
"ED","LLDV",3736,"Language and Literacy Development in Deaf and Hard of Hearing Learners II"
"ED","MATH",3041,"Teaching Mathematics in the Intermediate Division"
"ED","MATH",3051,"Teaching Mathematics in the Intermediate  Senior Division"
"ED","MUSI",3041,"Teaching Music in the Intermediate Division"
"ED","MUSI",3051,"Teaching Music in the Intermediate  Senior Division"
"ED","ORCO",3540,"Listening and Speaking with Deaf and Hard of Hearing Learners"
"ED","PHED",3041,"Teaching Physical Education in the Intermediate Division"
"ED","PHED",3051,"Teaching Physical Education in the Intermediate  Senior Division"
"ED","PHIL",3051,"Teaching Philosophy: Intermediate and Senior Divisions"
"ED","PHYS",3051,"Teaching Physics in the Intermediate  Senior Division"
"ED","PJEP",3400,"Teaching As Reflective Practice"
"ED","PJFA",3500,"Integrated Fine Arts"
"ED","PJIE",3500,"Inclusive Education In The P/J Div."
"ED","PJLC",3500,"Literacy & Culture"
"ED","PJMS",3500,"Mathematics, Science & Technology"
"ED","POLS",3051,"Teaching Political Science in the I/S Division"
"ED","PRAC",1000,"Rethinking Schooling: A """"Re-Introduction"""" to Education"
"ED","PRAC",2100,"Practicum"
"ED","PRAC",2100,"Practicum 1"
"ED","PRAC",3100,"Practicum 2"
"ED","PRAC",4000,"Practicum Seminar  ED 2 and ED 3"
"ED","PRAC",4000,"Practicum Seminar  ED 2 and ED 3"
"ED","PRAC",4000,"Practicum Seminar ED 2 and ED 3"
"ED","PRIJ",3030,"Teaching & Curriculum in P/J Divisions"
"ED","PRIJ",3031,"Science and Technology in the Primary Junior Divisions"
"ED","PRIJ",3032,"Health and Physical Education in the Primary Junior Division"
"ED","PRIJ",3033,"The Arts and Social Studies: Integrating Curriculum Primary Junior"
"ED","PRJL",3030,"Teaching Language in the Primary-Junior Divisions"
"ED","PRJL",3031,"Teaching Language in the P/J Division"
"ED","PRJM",3030,"Teaching Mathematics in the Primary-Junior Divisions"
"ED","PRJM",3031,"Teaching Mathematics in the P/J Division"
"ED","RELS",3041,"Teaching Religion in the Intermediate Division"
"ED","RELS",3051,"Teaching Religion in the Intermediate Senior Division"
"ED","SCIE",3041,"Teaching Science in the Intermediate Division"
"ED","SCIE",3051,"Teaching Science in the Intermediate Senior Division"
"ED","SLGS",3510,"Educational Use of Signs"
"ED","SLGS",3525,"American Sign Language 2"
"ED","SOSC",3051,"Teaching and Learning Social Sciences in the Intermediate/Senior Division"
"ED","SPAN",3051,"Teaching and Learning Spanish in the Intermediate/Senior Division"
"ED","TECH",3050,"Curriculum Connections for Technological"
"ED","TECH",3051,"Technological Education as a Teachable"
"ED","TESL",3200,"Methodology of Teaching English to Speakers of Other Languages"
"ED","TESL",3300,"Practicum in Teaching English to Speakers of Other Languages"
"ED","TLSE",3715,"Practicum - Full-time Program"
"ED","TLSE",3715,"Teaching and Learning Seminar"
"ED","TLSE",3716,"Practicum 1 - PT Program"
"ED","TLSE",3717,"Practicum 2 - PT Program"
"ED","TLSE",3725,"Teaching Deaf and Hard of Hearing Learners in Inclusive Settings"
"ED","VISA",3041,"Teaching the Visual Arts in the Intermediate Division"
"ED","VISA",3051,"Teaching Visual Arts in the Intermediate Senior Division"
"ES","ENVS",1000,"Earth in Our Hands:  Introduction to Environmental Studies"
"ES","ENVS",1200,"Taking Action: Engaging People and the Environment"
"ES","ENVS",1500,"Introduction to Environmental Science: The Web of Life"
"ES","ENVS",1800,"Environmental Writing / Writing the Environment"
"ES","ENVS",1900,"Uncovering the Body: Interdisciplinary Perspectives"
"ES","ENVS",2009,"Quantitative Methods in Environmental Studies"
"ES","ENVS",2100,"Foundations in Environment and Culture: Philosophy, Arts, Technology, and Education"
"ES","ENVS",2122,"Community Arts for Social Change"
"ES","ENVS",2150,"Environment, Technology and Sustainable Society"
"ES","ENVS",2200,"Foundations of Urban and Regional Environments: Analysis, Planning, and Design"
"ES","ENVS",2300,"Foundations of Environmental Politics:  Development, Globalization, and Justice"
"ES","ENVS",2400,"Foundations of Environmental Management: Policy, Resources and Conservation"
"ES","ENVS",2410,"The Science of Pollution: Impacts on the Environment and Human Health"
"ES","ENVS",2420,"Ecology and Conservation Science"
"ES","ENVS",3000,"Environmental Ethics and Epistemology"
"ES","ENVS",3010,"Qualitative Methods in Environmental Studies"
"ES","ENVS",3011,"Introduction to Senior Honours Work"
"ES","ENVS",3110,"Scientific Knowledge and Environmental Issues"
"ES","ENVS",3120,"Environmental History"
"ES","ENVS",3125,"Popular Education for Environmental and Social Justice"
"ES","ENVS",3130,"Energy and the Environment in Canada"
"ES","ENVS",3140,"Environmental and Sustainability Education"
"ES","ENVS",3150,"Human/Non-Human Animal Relations"
"ES","ENVS",3151,"Environmental Politics and Advocacy"
"ES","ENVS",3160,"Race/Racism and Environmental Justice"
"ES","ENVS",3170,"Indigenous Environmental Thought"
"ES","ENVS",3225,"Regional Governance"
"ES","ENVS",3226,"Sustainable Urbanism:  Environmental Planning and Design"
"ES","ENVS",3227,"Urban Planning and Practice in the Global South"
"ES","ENVS",3310,"Tropical Conservation and Sustainable Development"
"ES","ENVS",3320,"Sex, Gender, Nature:  Ecofeminist Perspectives"
"ES","ENVS",3340,"Global Environmental Politics"
"ES","ENVS",3400,"Introduction to Climate Change Science and Policy"
"ES","ENVS",3410,"Environmental Policy I"
"ES","ENVS",3420,"Environmental Law"
"ES","ENVS",3430,"Environmental Assessment"
"ES","ENVS",3440,"Resource Management"
"ES","ENVS",3450,"Environment and Health: Social and Political Dimensions"
"ES","ENVS",3505,"Business and Sustainability:  Issues and Strategies"
"ES","ENVS",3510,"Environmental Economics"
"ES","ENVS",3520,"Applications of Geographic Information Systems in Environmental Studies"
"ES","ENVS",3710,"Landscape Ecology"
"ES","ENVS",3740,"Urban Ecology"
"ES","ENVS",3800,"Development in a Globalized World: From Aid Environments to Environmental Aid"
"ES","ENVS",3800,"Green Criminology"
"ES","ENVS",3900,"Directed Reading"
"ES","ENVS",3900,"Directed Reading"
"ES","ENVS",4000,"Senior Honours Work Seminar"
"ES","ENVS",4001,"Internship Program"
"ES","ENVS",4011,"Food, Land and Culture"
"ES","ENVS",4100,"Environmental Literatures"
"ES","ENVS",4120,"Natural History"
"ES","ENVS",4140,"Environmental Thought"
"ES","ENVS",4161,"Social Movements, Activism and Social Change"
"ES","ENVS",4205,"HIV and Globalization: Where do we go from here?"
"ES","ENVS",4210,"Global Populations: Critical Environmental Perspectives"
"ES","ENVS",4215,"Globalization and Indigenous Peoples"
"ES","ENVS",4220,"Urbanization in Developing Countries"
"ES","ENVS",4223,"Global Cities"
"ES","ENVS",4225,"Urban Sustainability I"
"ES","ENVS",4312,"Global Justice & International Humanitarianism"
"ES","ENVS",4315,"Humanitarian Crises and Action"
"ES","ENVS",4320,"Gender & Development"
"ES","ENVS",4400,"Fundamentals of Renewable Energy: Theory, Policy and Practice"
"ES","ENVS",4401,"Fundamentals of Energy Efficiency: Theory, Policy and Practice in a Canadian Context"
"ES","ENVS",4402,"Climate Change Mitigation"
"ES","ENVS",4410,"Environmental Policy II"
"ES","ENVS",4420,"Environment, Media, Culture and Communication"
"ES","ENVS",4421,"Environmental Law & Justice:  Stories and Struggles"
"ES","ENVS",4430,"Impact Assessment Process & Practice"
"ES","ENVS",4440,"Environmental Disasters"
"ES","ENVS",4442,"Environmental Auditing"
"ES","ENVS",4445,"Environmental Conservation in Ontario: Policy and Applications"
"ES","ENVS",4446,"Protected Area Management"
"ES","ENVS",4447,"Northern Ecosystems:  A Natural History of Arctic Regions"
"ES","ENVS",4510,"Ecological Economics"
"ES","ENVS",4520,"Geographical Information Systems Applications in Environmental Studies"
"ES","ENVS",4523,"Systems Thinking in Environmental Studies: Theory and Methodologies"
"ES","ENVS",4700,"Urban Ecologies Workshop"
"ES","ENVS",4750,"Political Ecology of Landscape"
"ES","ENVS",4800,"Urban Development Process"
"ES","ENVS",4900,"Directed Study"
"ES","ENVS",4900,"Directed Study"
"ES","ENVS",4900,"Directed Study"
"ES","ENVS",4900,"Directed Study"
"ES","ENVS",5011,"Food, Land, and Culture"
"ES","ENVS",5016,"Protected Area Management"
"ES","ENVS",5023,"Global Cities"
"ES","ENVS",5061,"Environmental Law & Justice"
"ES","ENVS",5068,"Global Justice and Humanitarian Internationalism"
"ES","ENVS",5073,"New Social Movements, Activism and Social Change"
"ES","ENVS",5100,"Interdisciplinary Research in Environmental Studies"
"ES","ENVS",5103,"Nature and Society"
"ES","ENVS",5112,"Ecology In Environmental Studies"
"ES","ENVS",5119,"Resource Management"
"ES","ENVS",5121,"Introduction to Planning"
"ES","ENVS",5124,"Development Studies"
"ES","ENVS",5150,"Perspectives on Green Business"
"ES","ENVS",5161,"Local Government Organization and Operation"
"ES","ENVS",5164,"Environmental Economics"
"ES","ENVS",5178,"Canadian Environmental Policy I"
"ES","ENVS",5599,"Readings In Environmental Studies"
"ES","ENVS",5599,"Readings In Environmental Studies"
"ES","ENVS",5599,"Readings In Environmental Studies"
"ES","ENVS",5599,"Readings In Environmental Studies"
"ES","ENVS",5599,"Readings in Environmental Studies"
"ES","ENVS",5699,"Field Experience"
"ES","ENVS",5699,"Field Experience"
"ES","ENVS",5699,"Field Experience"
"ES","ENVS",5699,"Field Experience"
"ES","ENVS",6102,"Transitions in Environmental Studies"
"ES","ENVS",6103,"Perspectives in Environmental Sociology"
"ES","ENVS",6114,"Sustainable Development for Canada"
"ES","ENVS",6115,"Ecological Economics"
"ES","ENVS",6116,"Resource Management"
"ES","ENVS",6117,"Ecology In Third World Development"
"ES","ENVS",6118,"Applied Ecology"
"ES","ENVS",6120,"Public Involvement And Planning"
"ES","ENVS",6124,"Urban-Regional Planning: International and Comparative Perspectives"
"ES","ENVS",6125,"Recreation and Tourism: Planning and Management"
"ES","ENVS",6126,"Community Planning and Housing"
"ES","ENVS",6128,"Urban Transportation Planning"
"ES","ENVS",6130,"Planning Theory"
"ES","ENVS",6131,"Environmental Planning"
"ES","ENVS",6133,"Plurality and Planning"
"ES","ENVS",6136,"Health and Environment"
"ES","ENVS",6137,"Women, Development and Globalization"
"ES","ENVS",6149,"Culture and the Environment"
"ES","ENVS",6150,"Popular Education for Social Change: I Theory & Practice"
"ES","ENVS",6151,"Popular Education for Social Change: Part 2 Practice & Theory"
"ES","ENVS",6152,"Reshaping Research with Aboriginal Peoples"
"ES","ENVS",6153,"Native/Canadian Relations"
"ES","ENVS",6156,"Critical Theory of International Development"
"ES","ENVS",6164,"Environmental Law"
"ES","ENVS",6165,"Land Use Planning Law"
"ES","ENVS",6166,"Communications Lw"
"ES","ENVS",6172,"Food Policy Development in Canada"
"ES","ENVS",6173,"Politics and Planning"
"ES","ENVS",6178,"Canadian Enviromental Policy II"
"ES","ENVS",6179,"Climate Change:  Science and Policy"
"ES","ENVS",6180,"Applied Research Methods: Policy & Regulatory Studies"
"ES","ENVS",6183,"Applied Research Methods: Qualitative Methods"
"ES","ENVS",6189,"GIS in Planning and Resource Management"
"ES","ENVS",6325,"Critical Urban Planning Workshop"
"ES","ENVS",6330,"Bioregional Planning Workshop"
"ES","ENVS",6348,"Cultural Production Workshop:  Performance-Based Practice"
"ES","ENVS",6349,"Cultural Production Workshop"
"ES","ENVS",6401,"Disasters: Concepts and Causes"
"ES","ENVS",6499,"External to York"
"ES","ENVS",6499,"External to York"
"ES","ENVS",6499,"External to York"
"ES","ENVS",6499,"External to York"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6599,"Individual Directed Study"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",6699,"Field Experience"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7599,"Individual Directed Study"
"ES","ENVS",7699,"Field Experience"
"ES","ENVS",7699,"Field Experience"
"ES","ENVS",7699,"Field Experience"
"ES","ENVS",7699,"Field Experience"
"ES","ENVS",7798,"M.E.S. Major Portfolio Independent Work"
"ES","ENVS",7798,"M.E.S. Major Portfolio Independent Work"
"ES","ENVS",7798,"M.E.S. Major Portfolio Independent Work"
"ES","ENVS",7798,"M.E.S. Major Portfolio Independent Work"
"ES","ENVS",7798,"M.E.S. Major Portfolio Independent Work"
"ES","ENVS",7799,"M.E.S. Major Project Independent Work"
"ES","ENVS",7799,"M.E.S. Major Project Independent Work"
"ES","ENVS",7799,"M.E.S. Major Project Independent Work"
"ES","ENVS",7799,"M.E.S. Major Project Independent Work"
"ES","ENVS",7799,"M.E.S. Major Project Independent Work"
"ES","ENVS",7899,"M.E.S .Major Paper Independent Work"
"ES","ENVS",7899,"M.E.S .Major Paper Independent Work"
"ES","ENVS",7899,"M.E.S. Major Paper Independent Work"
"ES","ENVS",7899,"M.E.S. Major Paper Independent Work"
"ES","ENVS",7899,"M.E.S. Major Paper Independent Work"
"ES","ENVS",7999,"M.E.S. Thesis Research"
"ES","ENVS",7999,"M.E.S. Thesis Research"
"ES","ENVS",7999,"M.E.S. Thesis Research"
"ES","ENVS",7999,"M.E.S. Thesis Research"
"ES","ENVS",7999,"M.E.S. Thesis Research"
"ES","ENVS",8102,"Ph.D  Research Seminar"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8599,"Individual PhD Research"
"ES","ENVS",8699,"Field Experience"
"ES","ENVS",8699,"Field Experience"
"ES","ENVS",8699,"Field Experience"
"ES","ENVS",8699,"Field Experience"
"FA","DANC",1205,"Ballet Technique"
"FA","DANC",1206,"Ballet Technique"
"FA","DANC",1207,"Ballet Technique"
"FA","DANC",1208,"Ballet Technique"
"FA","DANC",1215,"Modern Technique"
"FA","DANC",1216,"Modern Technique"
"FA","DANC",1217,"Modern Technique"
"FA","DANC",1218,"Modern Technique"
"FA","DANC",1220,"Improvisation"
"FA","DANC",1235,"Fundamentals of Dance Performance: Preparation, practice and context."
"FA","DANC",1270,"Dance Production"
"FA","DANC",1320,"Movement Foundations and Conditioning for Dancers"
"FA","DANC",1340,"Introduction to Dance Studies"
"FA","DANC",1500,"The Dance Experience"
"FA","DANC",1900,"Dance, Film, and Culture"
"FA","DANC",2205,"Ballet Technique"
"FA","DANC",2206,"Ballet Technique"
"FA","DANC",2207,"Ballet Technique"
"FA","DANC",2208,"Ballet Technique"
"FA","DANC",2215,"Modern Technique"
"FA","DANC",2216,"Modern Technique"
"FA","DANC",2217,"Modern Technique"
"FA","DANC",2218,"Modern Technique"
"FA","DANC",2225,"Dance Composition I"
"FA","DANC",2226,"Dance Composition II"
"FA","DANC",2235,"Fundamentals of Dance Performance"
"FA","DANC",2320,"Dance Kinesiology"
"FA","DANC",2340,"Dance History: 20th Century and Later"
"FA","DANC",2501,"Introduction to Dance Studio I"
"FA","DANC",2502,"Introduction to Dance Studio II"
"FA","DANC",2510,"Introduction to  World Dance Practices:  Sub-Saharan Africa"
"FA","DANC",2510,"Introduction to World Dance Practices D:  North American Dance Cultures"
"FA","DANC",2510,"Introduction to World Dance Practices: Southeast Asian Dance Cultures"
"FA","DANC",2540,"Dance and Popular Culture"
"FA","DANC",3205,"Ballet Technique"
"FA","DANC",3206,"Ballet Technique"
"FA","DANC",3207,"Ballet Technique"
"FA","DANC",3208,"Ballet Technique"
"FA","DANC",3215,"Modern Technique"
"FA","DANC",3216,"Modern Technique"
"FA","DANC",3217,"Modern Technique"
"FA","DANC",3218,"Modern Technique"
"FA","DANC",3220,"Choreography"
"FA","DANC",3235,"Repertory/Reconstruction I"
"FA","DANC",3236,"Repertory II"
"FA","DANC",3240,"Dance Ensemble Apprenticeship"
"FA","DANC",3240,"Dance Ensemble Apprenticeship"
"FA","DANC",3321,"Prevention and Care of Dance Injuries"
"FA","DANC",3330,"The Canadian Dance Mosaic"
"FA","DANC",3370,"Dance Pedagogy"
"FA","DANC",3501,"Intermediate Dance Studio I"
"FA","DANC",3502,"Intermediate Dance Studio II"
"FA","DANC",3510,"Intermediate  World Dance Practices:  Sub-Saharan Africa"
"FA","DANC",3510,"Intermediate North American Dance Practices"
"FA","DANC",3510,"Intermediate World Dance Practices: Southeast Asian Dance Cultures"
"FA","DANC",4205,"Ballet Technique"
"FA","DANC",4206,"Ballet Technique"
"FA","DANC",4207,"Ballet Technique"
"FA","DANC",4208,"Ballet Technique"
"FA","DANC",4215,"Modern Technique"
"FA","DANC",4216,"Modern Technique"
"FA","DANC",4217,"Modern Technique"
"FA","DANC",4218,"Modern Technique"
"FA","DANC",4220,"Choreography"
"FA","DANC",4245,"Dance Ensemble I"
"FA","DANC",4245,"Dance Ensemble I"
"FA","DANC",4245,"Dance Ensemble I"
"FA","DANC",4246,"Dance Ensemble II"
"FA","DANC",4246,"Dance Ensemble II"
"FA","DANC",4246,"Dance Ensemble II"
"FA","DANC",4252,"Dance for Special Populations"
"FA","DANC",4270,"Lighting Design for Dance I"
"FA","DANC",4300,"Aesthetics of Dance and Related Arts"
"FA","DANC",4330,"Anthropology of Dance in Canada"
"FA","DANC",4340,"Topics in Historical or Cultural Dance Style"
"FA","DANC",4345,"Canadian Dance History"
"FA","DANC",4400,"Senior Projects"
"FA","DANC",4400,"Senior Projects"
"FA","DANC",4400,"Senior Projects"
"FA","DANC",4400,"Senior Projects"
"FA","DANC",4400,"Senior Projects"
"FA","DANC",4401,"Independent Studies"
"FA","DANC",4401,"Independent Studies"
"FA","DANC",4401,"Independent Studies"
"FA","DANC",4401,"Independent Studies"
"FA","DANC",4401,"Independent Studies"
"FA","FACS",1939,"Making Interactive New Media Art"
"FA","FACS",2910,"Performing Arts in Global Perspective"
"FA","FACS",2930,"Introduction to Interactive Digital Media"
"FA","FACS",2935,"Foundations of Digital Media"
"FA","FACS",2936,"Designing Interactive Objects I"
"FA","FACS",3122,"Community Arts Practice Preparatory Workshop"
"FA","FACS",3930,"Screen-Based Fluid Interfaces"
"FA","FACS",3933,"Introduction to Physical Computing"
"FA","FACS",3935,"New Media Forms: The Database"
"FA","FACS",3936,"Designing Interactive Objects II"
"FA","FACS",4122,"Community Arts Practice Practicum Seminar"
"FA","FACS",4930,"Cultural Theory Through New Media"
"FA","FACS",4932,"Interactive Stage: Explorations in electronically mediated performance"
"FA","FACS",4933,"Physical Computing II"
"FA","FILM",1001,"Making Movies"
"FA","FILM",1020,"Introduction to Filmmaking II"
"FA","FILM",1120,"Introduction to Screenwriting"
"FA","FILM",1400,"Film Art: An Introduction"
"FA","FILM",1401,"Introduction to Film (for Non-Majors)"
"FA","FILM",1701,"Hollywood: Old and New"
"FA","FILM",1900,"Anatomy of the Feature Film"
"FA","FILM",2010,"Film and Video Production"
"FA","FILM",2120,"Screenwriting Fundamentals (Production)"
"FA","FILM",2121,"Screenwriting Fundamentals"
"FA","FILM",2170,"Production Planning & Management"
"FA","FILM",2200,"Cinema, Modernity and Technology"
"FA","FILM",2230,"Film and Television as Social Practice"
"FA","FILM",2401,"Film, Television and Society"
"FA","FILM",2701,"Filming the Nation: The National Film Board's Portrait of Canada"
"FA","FILM",3001,"Fiction Project Workshop I"
"FA","FILM",3002,"Documentary Project Workshop I"
"FA","FILM",3003,"Alternative Project Workshop I"
"FA","FILM",3120,"Feature Screenwriting I"
"FA","FILM",3123,"Transmedia Storytelling"
"FA","FILM",3124,"Writing for Television I"
"FA","FILM",3130,"Editing Technique I"
"FA","FILM",3155,"Sound Techniques I"
"FA","FILM",3160,"Cinematography I"
"FA","FILM",3175,"Production Planning & Management I"
"FA","FILM",3200,"New Waves in Cinema and Media Studies"
"FA","FILM",3230,"Contemporary Directions in Cinema and Media Studies"
"FA","FILM",3300,"Television/Video: Theory and Criticism"
"FA","FILM",3320,"The Experimental Tradition"
"FA","FILM",3350,"From Art-House to Slaughter-House: Tracing Horror and Art Cinema"
"FA","FILM",3360,"Recycled Images: From Found Footage to Digital Remix"
"FA","FILM",3401,"Canadian Cinema"
"FA","FILM",3420,"Studies in Genre: The Science Fiction Film"
"FA","FILM",3610,"Studies in National Cinemas: Chinese Film"
"FA","FILM",3611,"Comparative World Cinema I"
"FA","FILM",3840,"Studies in Expanded Cinema: Games, Film Rides and World Fairs"
"FA","FILM",4001,"Fiction Project Workshop II"
"FA","FILM",4002,"Documentary Project Workshop II"
"FA","FILM",4003,"Alternative Project Workshop II"
"FA","FILM",4120,"Feature Screenwriting II"
"FA","FILM",4124,"Writing for Television II"
"FA","FILM",4126,"Story Editing I"
"FA","FILM",4130,"Editing Techniques II"
"FA","FILM",4135,"Editing Techniques III"
"FA","FILM",4150,"Sound Techniques II"
"FA","FILM",4155,"Sound Techniques III"
"FA","FILM",4161,"Cinematography II"
"FA","FILM",4165,"Cinematography III"
"FA","FILM",4175,"Production Planning and Management II"
"FA","FILM",4180,"Acting and Directing II - Directing Actors for the Screen"
"FA","FILM",4190,"Film Internship"
"FA","FILM",4230,"The Business of Film & Television"
"FA","FILM",4310,"The Interactive Documentary"
"FA","FILM",4711,"Issues in Film Historiography"
"FA","FILM",4714,"Reading Culture from its Public Spaces: flânerie in film and photography"
"FA","FILM",4800,"Honours Thesis"
"FA","FILM",4900,"Independent Studies in Film/Television"
"FA","FILM",4900,"Independent Studies in Film/Television"
"FA","FILM",4901,"Independent Studies in Film/Television"
"FA","FILM",4901,"Independent Studies in Film/Television"
"FA","MUSI",1000,"Workshop in Musicianship I"
"FA","MUSI",1001,"The Basics of Music"
"FA","MUSI",1011,"Classical Strings for Non-majors"
"FA","MUSI",1012,"Guitar for Non-Majors"
